
1309,PROCEDIMENTO CONTRATADO NÃO ESTÁ DE ACORDO COM O TIPO DE GUIA UTILIZADO,11/16/2006,,11/16/2006
1310,SERVIÇO DO TIPO CIRÚRGICO E INVASIVO. EQUIPE MÉDICA NÃO INFORMADA NA GUIA,11/16/2006,,11/16/2006
1311,PRESTADOR EXECUTANTE NÃO INFORMADO,11/16/2006,,11/16/2006
1312,PRESTADOR CONTRATADO NÃO INFORMADO,11/16/2006,,11/16/2006
1313,GUIA COM RASURA,11/16/2006,,11/16/2006
1314,GUIA SEM ASSINATURA E/OU CARIMBO DO CREDENCIADO.,11/16/2006,,11/16/2006
1315,GUIA SEM DATA DO ATO CIRÚRGICO.,11/16/2006,,11/16/2006
1316,GUIA COM LOCAL DE ATENDIMENTO PREENCHIDO INCORRETAMENTE.,11/16/2006,,11/16/2006
1317,GUIA SEM DATA DO ATENDIMENTO,11/16/2006,,11/16/2006
1318,GUIA COM CÓDIGO DE SERVIÇO PREENCHIDO INCORRETAMENTE.,11/16/2006,,11/16/2006
1319,GUIA SEM ASSINATURA DO ASSISTIDO.,11/16/2006,,11/16/2006
1320,IDENTIFICAÇÃO DO ASSISTIDO INCOMPLETA,11/16/2006,,11/16/2006
1321,VALIDADE DA GUIA EXPIRADA,11/16/2006,,11/16/2006
1322,COMPROVANTE PRESENCIAL OU GTO NÃO ENVIADO,4/1/2013,,8/31/2014
1323,DATA PREENCHIDA INCORRETAMENTE,4/1/2013,,8/31/2014
1401,ACOMODAÇÃO NÃO AUTORIZADA,11/16/2006,,11/16/2006
1402,PROCEDIMENTO NÃO AUTORIZADO,11/16/2006,,11/16/2006
1403,NÃO EXISTE INFORMAÇÃO SOBRE A SENHA DE AUTORIZAÇÃO DO PROCEDIMENTO,11/16/2006,,11/16/2006
1404,NÃO EXISTE GUIA DE AUTORIZAÇÃO RELACIONADA,11/16/2006,,11/16/2006
1405,DATA DE VALIDADE DA SENHA É ANTERIOR A DATA DO ATENDIMENTO,11/16/2006,,11/16/2006
1406,NÚMERO DA SENHA INFORMADO DIFERENTE DO LIBERADO,11/16/2006,,11/16/2006
1407,SERVIÇO SOLICITADO NÃO POSSUI COBERTURA,11/16/2006,,11/16/2006
1408,QUANTIDADE SERVIÇO SOLICITADA ACIMA DA AUTORIZADA,11/16/2006,,11/16/2006
1409,QUANTIDADE SERVIÇO SOLICITADA ACIMA COBERTA,11/16/2006,,11/16/2006
1410,SERVIÇO SOLICITADO EM CARÊNCIA,11/16/2006,,11/16/2006
1411,SOLICITANTE NÃO INFORMADO,11/16/2006,,11/16/2006
1412,PROBLEMAS NO SISTEMA AUTORIZADOR,11/16/2006,,11/16/2006
1413,ACOMODAÇÃO NÃO POSSUI COBERTURA,11/16/2006,,11/16/2006
1414,DATA DE VALIDADE DA SENHA EXPIRADA,11/16/2006,,11/16/2006
1415,PROCEDIMENTO NÃO AUTORIZADO PARA O BENEFICIÁRIO,11/16/2006,,11/16/2006
1416,SOLICITANTE NÃO CADASTRADO,11/16/2006,,11/16/2006
1417,SOLICITANTE NÃO HABILITADO,11/16/2006,,11/16/2006
1418,SOLICITANTE SUSPENSO,11/16/2006,,11/16/2006
1419,SERVIÇO SOLICITADO JÁ AUTORIZADO,11/16/2006,,11/16/2006
1420,SERVIÇO SOLICITADO FORA DA COBERTURA,11/16/2006,,11/16/2006
1421,SERVIÇO SOLICITADO É DE PRÉ-EXISTÊNCIA,11/16/2006,,11/16/2006
1422,ESPECIALIDADE NÃO CADASTRADA PARA O SOLICITANTE,11/16/2006,,11/16/2006
1423,QUANTIDADE SOLICITADA ACIMA DA QUANTIDADE PERMITIDA,11/16/2006,,11/16/2006
1424,QUANTIDADE AUTORIZADA ACIMA DA QUANTIDADE PERMITIDA,11/16/2006,,11/16/2006
1425,NECESSITA PRÉ-AUTORIZAÇÃO DA EMPRESA,11/16/2006,,11/16/2006
1426,NÃO AUTORIZADO PELA AUDITORIA,5/1/2016,,7/31/2016
1427,NECESSIDADE DE AUDITORIA MÉDICA,11/16/2006,,11/16/2006
1428,FALTA DE AUTORIZAÇÃO DA EMPRESA DE CONECTIVIDADE,11/16/2006,,11/16/2006
1429,CBO-S (ESPECIALIDADE) NÃO AUTORIZADO A REALIZAR O SERVIÇO,11/16/2006,,11/16/2006
1430,PROCEDIMENTO ODONTOLÓGICO NÃO AUTORIZADO,5/11/2007,,5/11/2007
1431,PROCEDIMENTO NÃO AUTORIZADO NA FACE SOLICITADA,5/11/2007,,5/11/2007
1432,PROCEDIMENTO NÃO AUTORIZADO PARA DENTE/REGIÃO SOLICITADA,5/11/2007,,5/11/2007
1433,"PROCEDIMENTO NÃO AUTORIZADO, DENTE AUSENTE ",5/11/2007,,5/11/2007
1434,COBRANÇA DE CONTA DE CTI NEONATAL NA SENHA DO PARTO,10/10/2012,,8/31/2014
1435,VIGÊNCIA DO ACORDO POSTERIOR À DATA DE REALIZAÇÃO DO PROCEDIMENTO,10/10/2012,,8/31/2014
1436,CANCELAMENTO DO ACORDO ANTERIOR À DATA DE REALIZAÇÃO DO PROCEDIMENTO,10/10/2012,,8/31/2014
1437,SENHA DE AUTORIZAÇÃO CANCELADA,4/1/2013,,8/31/2014
1438,PROCEDIMENTO SOLICITADO NÃO AUTORIZADO POR NÃO ATENDER A DIRETRIZ DE UTILIZAÇÃO (DUT) DO ROL DE PROCEDIMENTOS E EVENTOS EM SAÚDE DA ANS,4/1/2013,,8/31/2014
1501,TEMPO DE EVOLUÇÃO DA DOENÇA INVÁLIDO,11/16/2006,,11/16/2006
1502,TIPO DE DOENÇA INVÁLIDO,11/16/2006,,11/16/2006
1503,INDICADOR DE ACIDENTE INVÁLIDO,11/16/2006,,11/16/2006
1504,CARÁTER DE INTERNAÇÃO INVÁLIDO,11/16/2006,,11/16/2006
1505,REGIME DA INTERNAÇÃO INVÁLIDO,11/16/2006,,11/16/2006
1506,TIPO DE INTERNAÇÃO INVÁLIDO,11/16/2006,,11/16/2006
1507,URGÊNCIA/EMERGÊNCIA NÃO APLICÁVEL,5/1/2016,,7/31/2016
1508,CÓDIGO CID NÃO INFORMADO,11/16/2006,,11/16/2006
1509,CÓDIGO CID INVÁLIDO,11/16/2006,,11/16/2006
1601,REINCIDÊNCIA NO ATENDIMENTO,11/16/2006,,11/16/2006
1602,TIPO DE ATENDIMENTO INVÁLIDO OU NÃO INFORMADO,11/16/2006,,11/16/2006
1603,TIPO DE CONSULTA INVÁLIDO,11/16/2006,,11/16/2006
1604,TIPO DE SAÍDA INVÁLIDO,11/16/2006,,11/16/2006
1605,INTERVENÇÃO ANTERIOR A ADMISSÃO,11/16/2006,,11/16/2006
1606,FINAL DA INTERVENÇÃO ANTERIOR AO INÍCIO DA INTERVENÇÃO,11/16/2006,,11/16/2006
1607,ALTA HOSPITALAR ANTERIOR AO FINAL DA INTERVENÇÃO,11/16/2006,,11/16/2006
1608,ALTA ANTERIOR À DATA DE INTERNAÇÃO,11/16/2006,,11/16/2006
1609,MOTIVO SAÍDA INVÁLIDO,11/16/2006,,11/16/2006
1610,ÓBITO MULHER INVÁLIDO,11/16/2006,,11/16/2006
1611,INTERVENÇÃO ANTERIOR A INTERNAÇÃO,11/16/2006,,11/16/2006
1612,SERVIÇO NÃO PODE SER REALIZADO NO LOCAL ESPECIFICADO,11/16/2006,,11/16/2006
1613,CONSULTA NÃO AUTORIZADA,11/16/2006,,11/16/2006
1614,SERVIÇO AMBULATORIAL NÃO AUTORIZADO,11/16/2006,,11/16/2006
1615,INTERNAÇÃO NÃO AUTORIZADA,11/16/2006,,11/16/2006
1701,COBRANÇA FORA DO PRAZO DE VALIDADE,11/16/2006,,11/16/2006
1702,COBRANÇA DE PROCEDIMENTO EM DUPLICIDADE,11/16/2006,,11/16/2006
1703,HORÁRIO DO ATENDIMENTO NÃO ESTÁ NA FAIXA DE URGÊNCIA/EMERGÊNCIA,11/16/2006,,11/16/2006
1704,VALOR COBRADO SUPERIOR AO ACORDADO EM PACOTE,11/16/2006,,11/16/2006
1705,VALOR APRESENTADO A MAIOR,11/16/2006,,11/16/2006
1706,VALOR APRESENTADO A MENOR,11/16/2006,,11/16/2006
1707,NÃO EXISTE INFORMAÇÃO SOBRE A TABELA QUE SERÁ UTILIZADA NA VALORAÇÃO. VERIFIQUE O CONTRATO DO PRESTADOR,11/16/2006,,11/16/2006
1708,NÃO EXISTE VALOR PARA O PROCEDIMENTO REALIZADO,11/16/2006,,11/16/2006
1709,FALTA PRESCRIÇÃO MÉDICA,11/16/2006,,11/16/2006
1710,FALTA VISTO DA ENFERMAGEM,11/16/2006,,11/16/2006
1711,PROCEDIMENTO PERTENCE A UM PACOTE ACORDADO E JÁ COBRADO,11/16/2006,,11/16/2006
1712,ASSINATURA DO MÉDICO RESPONSÁVEL PELO EXAME INEXISTENTE,11/16/2006,,11/16/2006
1713,FATURAMENTO INVÁLIDO,11/16/2006,,11/16/2006
1714,VALOR DO SERVIÇO SUPERIOR AO VALOR DE TABELA,11/16/2006,,11/16/2006
1715,VALOR DO SERVIÇO INFERIOR AO VALOR DE TABELA,11/16/2006,,11/16/2006
1716,PERCENTUAL DE REDUÇÃO/ACRÉSCIMO FORA DOS VALORES DEFINIDOS EM TABELA,11/16/2006,,11/16/2006
1717,PAGO  CONFORME RELATÓRIO DE AUDITORIA EXTERNA - CONTA INICIAL,10/10/2012,,8/31/2014
1718,"REANÁLISE NEGADA, PAGO CONFORME RELATÓRIO AUDITORIA",10/10/2012,,8/31/2014
1719,"REANÁLISE NEGADA, ANÁLISE CONFORME TABELA ACORDADA",10/10/2012,,8/31/2014
1720,"LIBERADOS 150% DE VÍDEO, SEM COBERTURA PARA ADICIONAL DE ACOMODAÇÃO",10/10/2012,,8/31/2014
1721,CÓDIGO COBRADO SUBSTITUÍDO PELO CÓDIGO PAGO,10/10/2012,,8/31/2014
1722,PAGO CONFORME NEGOCIAÇÃO,10/10/2012,,8/31/2014
1723,ADICIONAL DE URGÊNCIA NÃO PREVISTO PARA ATENDIMENTO CLÍNICO,10/10/2012,,8/31/2014
1724,VISITA MÉDICA COBRADA PELA EQUIPE CIRÚRGICA INCLUÍDA NO PERÍODO DE 10 DIAS APÓS REALIZAÇÃO DO PROCEDIMENTO CIRÚRGICO ,10/10/2012,,8/31/2014
1725,VALOR PAGO A MAIOR REFERENTE À TAXA ADMINISTRATIVA,10/10/2012,,8/31/2014
1726,VALOR APRESENTADO A MAIOR - PLANO INDIVIDUAL,10/10/2012,,8/31/2014
1727,PAGO VALOR COMPATIVEL COM O PROCEDIMENTO,10/10/2012,,8/31/2014
1728,COBRANÇA DE MATERIAL INCLUSO NO PROCEDIMENTO / EXAME REALIZADO,10/10/2012,,8/31/2014
1729,COBRANÇA DE MATERIAL COM VALOR ACIMA DO PERMITIDO PARA PROCEDIMENTO/EXAME REALIZADO,10/10/2012,,8/31/2014
1730,FILME INCLUSO NO EXAME REALIZADO,10/10/2012,,8/31/2014
1731,TAXA INCOMPATIVEL PARA ATENDIMENTO AMBULATORIAL,10/10/2012,,8/31/2014
1732,QT COM DATA DE EVENTO DIVERGENTE DA LIBERADA,10/10/2012,,8/31/2014
1733,RECUPERAÇÃO DE VALORES POR PAGAMENTO INDEVIDO,10/10/2012,,8/31/2014
1734,"COBRADO CONTA ABERTA, PAGO O PACOTE CONFORME NEGOCIAÇÃO",4/1/2013,,8/31/2014
1735,COBRANÇA DE PACOTE NÃO NEGOCIADO COM O PRESTADOR,4/1/2013,,8/31/2014
1736,CONTA AGUARDANDO NEGOCIAÇÃO PARA PAGAMENTO,4/1/2013,,8/31/2014
1737,DIFERENÇA DEVE SER COBRADA DO BENEFICIÁRIO PELO PRESTADOR COMO FRANQUIA,4/1/2013,,8/31/2014
1738,DOCUMENTO FISCAL NÃO ENVIADO,4/1/2013,,8/31/2014
1739,DUPLICIDADE DE CONTA DEVIDO A PERIODO COBRADO JÁ EFETUADO EM OUTRA PARCIAL,4/1/2013,,8/31/2014
1740,ESTORNO DO VALOR DE PROCEDIMENTO PAGO,4/1/2013,,8/31/2014
1741,HONORÁRIO OU PROCEDIMENTO JÁ PAGO A OUTRO PRESTADOR,4/1/2013,,8/31/2014
1742,HONORÁRIO OU PROCEDIMENTO JÁ PAGO POR REEMBOLSO AO BENEFICIÁRIO,4/1/2013,,8/31/2014
1743,"NÃO HÁ NEGOCIAÇÃO PARA COBRANÇA DO KIT, DISCRIMINAR POR ITENS",4/1/2013,,8/31/2014
1744,NEGOCIAÇÃO DIFERENCIADA DEVIDO A LIMINAR,4/1/2013,,8/31/2014
1745,PAGAMENTO DA EQUIPE CONFORME RELATÓRIO DO CIRURGIÃO,4/1/2013,,8/31/2014
1746,PERCENTUAL DE ACRÉSCIMO DIFERENTE DO NEGOCIADO,4/1/2013,,8/31/2014
1747,PLANO DO BENEFICIÁRIO E O TIPO DE ACOMODAÇÃO NÃO PERMITEM ACRÉSCIMO DE HONORÁRIOS,4/1/2013,,8/31/2014
1748,PROCEDIMENTO NÃO CARACTERIZA URGÊNCIA/EMÊRGENCIA,4/1/2013,,8/31/2014
1749,RELATÓRIO DE AUDITORIA NÃO ENVIADO NA CONTA.,4/1/2013,,8/31/2014
1801,PROCEDIMENTO INVÁLIDO,11/16/2006,,11/16/2006
1802,PROCEDIMENTO INCOMPATÍVEL COM O SEXO DO BENEFICIÁRIO,11/16/2006,,11/16/2006
1803,IDADE DO BENEFICIÁRIO INCOMPATÍVEL COM O PROCEDIMENTO,11/16/2006,,11/16/2006
1804,NÚMERO DE DIAS LIBERADOS / SESSÕES AUTORIZADAS NÃO INFORMADAS,11/16/2006,,11/16/2006
1805,VALOR TOTAL DO PROCEDIMENTO DIFERENTE DO VALOR PROCESSADO,11/16/2006,,11/16/2006
1806,QUANTIDADE DE PROCEDIMENTO DEVE SER MAIOR QUE ZERO,11/16/2006,,11/16/2006
1807,PROCEDIMENTOS MÉDICOS DUPLICADOS,11/16/2006,,11/16/2006
1808,PROCEDIMENTO NÃO CONFORME COM CID,11/16/2006,,11/16/2006
1809,COBRANÇA DE PROCEDIMENTO NÃO EXECUTADO,11/16/2006,,11/16/2006
1810,COBRANÇA DE PROCEDIMENTO NÃO SOLICITADO PELO MÉDICO,11/16/2006,,11/16/2006
1811,PROCEDIMENTO SEM REGISTRO DE EXECUÇÃO,11/16/2006,,11/16/2006
1812,COBRANÇA DE PROCEDIMENTO NÃO CORRELACIONADO AO RELATÓRIO ESPECÍFICO,11/16/2006,,11/16/2006
1813,COBRANÇA DE PROCEDIMENTO SEM JUSTIFICATIVA PARA REALIZAÇÃO OU COM JUSTIFICATIVA INSUFICIENTE.,11/16/2006,,11/16/2006
1814,COBRANÇA DE PROCEDIMENTO COM DATA DE AUTORIZAÇÃO POSTERIOR À DO ATENDIMENTO.,11/16/2006,,11/16/2006
1816,COBRANÇA DE PROCEDIMENTO EM QUANTIDADE INCOMPATÍVEL COM O PROCEDIMENTO/EVOLUÇÃO CLÍNICA,11/16/2006,,11/16/2006
1817,COBRANÇA DE PROCEDIMENTO INCLUSO NO PROCEDIMENTO PRINCIPAL,11/16/2006,,11/16/2006
1818,COBRANÇA DE PROCEDIMENTO QUE EXIGE AUTORIZAÇÃO PRÉVIA,11/16/2006,,11/16/2006
1819,COBRANÇA DE PROCEDIMENTO COM HISTÓRIA CLÍNICA/HIPÓTESE DIAGNÓSTICA NÃO COMPATÍVEL,11/16/2006,,11/16/2006
1820,COBRANÇA DE PROCEDIMENTO EM QUANTIDADE ACIMA DA MÁXIMA PERMITIDA/AUTORIZADA,11/16/2006,,11/16/2006
1821,COBRANÇA DE PROCEDIMENTO NÃO COMPATÍVEL COM A IDADE.,11/16/2006,,11/16/2006
1822,COBRANÇA DE PROCEDIMENTO COM AUSÊNCIA DE RESULTADO OU LAUDO TÉCNICO.,11/16/2006,,11/16/2006
1823,"PROCEDIMENTO REALIZADO PELO MESMO PROFISSIONAL, NA MESMA ESPECIALIDADE, NO PRAZO INFERIOR AO ESTIPULADO SEM JUSTIFICATIVA ADEQUADA.",11/16/2006,,11/16/2006
1824,PROCEDIMENTO COBRADO NÃO CORRESPONDE AO EXAME EXECUTADO,11/16/2006,,11/16/2006
1825,COBRANÇA DE PROCEDIMENTO AMBULATORIAL COM DATA DE AUTORIZAÇÃO POSTERIOR À DO ATENDIMENTO.,11/16/2006,,11/16/2006
1826,VIAS DE ACESSO DOS PROCEDIMENTOS COBRADOS NÃO ESTÃO PREVISTAS NA LISTAGEM DE PROCEDIMENTOS MÚLTIPLOS.,10/10/2012,,8/31/2014
1827,"COBRANÇA DE OUTRO PROCEDIMENTO EM OUTRA GUIA, NA MESMA DATA, PELO MESMO PROFISSIONAL COM MESMO GRAU DE PARTICIPAÇÃO - LIBERADO VALOR REFERENTE À VIA DE ACESSO DO PROCEDIMENTO SECUNDÁRIO.",10/10/2012,,8/31/2014
1828,ADICIONAL DE URGÊNCIA NÃO PREVISTO PARA PROCEDIMENTO CIRÚRGICO ELETIVO.,10/10/2012,,8/31/2014
1829,ADICIONAL DE VÍDEO NÃO PREVISTO PARA O PROCEDIMENTO.,10/10/2012,,8/31/2014
1830,"COBRANÇA DE PROCEDIMENTO SEM INFORMAÇÃO DAS DATAS DE ATENDIMENTO-VISITA, PLANTÃO, INTENSIVISTA, AVALIAÇÃO ENTERAL/PARENTERAL",10/10/2012,,8/31/2014
1831,LAUDO DO EXAME ENVIADO NÃO JUSTIFICA A COBRANÇA DO PROCEDIMENTO,10/10/2012,,8/31/2014
1832,PROCEDIMENTO NÃO PERMITE COBRANÇA DE AUXILIAR DE ANESTESISTA,10/10/2012,,8/31/2014
1833,PROCEDIMENTO COBRADO NÃO PERMITE ACRÉSCIMO DE ACOMODAÇÃO ,10/10/2012,,8/31/2014
1834,PORTE ANESTÉSICO COBRADO INCOMPATÍVEL COM O PORTE DO PROCEDIMENTO REALIZADO,10/10/2012,,8/31/2014
1835,"""ANALGESIA POR DIA SUBSEQUENTE"" NÃO JUSTIFICADA EM RELATÓRIO MÉDICO, PARA O PROCEDIMENTO REALIZADO E/OU DATA DO ATENDIMENTO",10/10/2012,,8/31/2014
1836,"""ANALGESIA POR DIA SUBSEQUENTE"" INCOMPATÍVEL COM A VIA DE ADMINISTRAÇÃO DO MEDICAMENTO - VO OU IV PERIFÉRICA - SENDO LIBERADA VISITA HOSPITALAR",10/10/2012,,8/31/2014
1837,NÃO CABE PAGAMENTO DO HONORÁRIO INTEGRAL POR SER VIA DE ACESSO CIRÚRGICO DIFERENTE,10/10/2012,,8/31/2014
1838,GRAU DE PARTICIPAÇÃO INFORMADO INCOMPATÍVEL COM EVENTO COBRADO.,4/1/2013,,8/31/2014
1839,NECESSÁRIO ENVIO DO RESULTADO DO EXAME ANÁTOMO PATOLÓGICO,4/1/2013,,8/31/2014
1840,PROCEDIMENTO EXECUTADO ANTES DA AUTORIZAÇÃO,4/1/2013,,8/31/2014
1901,ACOMODAÇÃO INVÁLIDA,11/16/2006,,11/16/2006
1902,ACOMODAÇÃO INFORMADA NÃO ESTÁ DE ACORDO COM ACOMODAÇÃO CONTRATADA,11/16/2006,,11/16/2006
1903,PERMANÊNCIA HOSPITALAR INCOMPATÍVEL COM A EVOLUÇÃO CLÍNICA,11/16/2006,,11/16/2006
1904,PERMANÊNCIA HOSPITALAR INCOMPATÍVEL COM O PROCEDIMENTO AUTORIZADO,11/16/2006,,11/16/2006
1905,QUANTIDADE DE DIÁRIAS DEVE SER MAIOR QUE ZERO,11/16/2006,,11/16/2006
1906,ACOMODAÇÃO NÃO INFORMADA,11/16/2006,,11/16/2006
1907,QUANTIDADE UTI NÃO PREVISTA PARA PROCEDIMENTO,11/16/2006,,11/16/2006
1908,USUÁRIO NÃO POSSUI COBERTURA DE UTI,11/16/2006,,11/16/2006
1910,"COBRANÇA DE DIÁRIAS EM LOCAIS DE ACOMODAÇÕES DIFERENTES, NO MESMO DIA.",11/16/2006,,11/16/2006
1911,PERMANÊNCIA HOSPITALAR PARA INVESTIGAÇÃO INJUSTIFICADA.,11/16/2006,,11/16/2006
1912,EVOLUÇÃO CLÍNICA NÃO COMPATÍVEL COM A PERMANÊNCIA EM UTI.,11/16/2006,,11/16/2006
1913,CÓDIGO DE DIÁRIA INCOMPATÍVEL COM O LOCAL DE ATENDIMENTO.,11/16/2006,,11/16/2006
1914,COBRANÇA DE DIÁRIA EM QUANTIDADE INCOMPATÍVEL COM A PERMANÊNCIA HOSPITALAR.,11/16/2006,,11/16/2006
1915,"MUDANÇA DE ACOMODAÇÃO SEM COMUNICAÇÃO AO PACIENTE, FAMILIAR OU ACOMPANHANTE, OU SEM SOLICITAÇÃO DESTES.",11/16/2006,,11/16/2006
1916,COBRANÇA DE DIÁRIAS DE UTI INCOMPATÍVEL COM DIAGNÓSTICO E EVOLUÇÃO CLÍNICA.,5/11/2007,,5/11/2007
1917,FALTA PRORROGAÇÃO PARA QUANTIDADE DE DIÁRIAS COBRADAS.,4/1/2013,,8/31/2014
1918,PLANO DO BENEFICIÁRIO NÃO CONTEMPLA DIÁRIA DE ACOMPANHANTE,4/1/2013,,8/31/2014
2001,MATERIAL INVÁLIDO,11/16/2006,,11/16/2006
2002,MATERIAL SEM COBERTURA PARA ATENDIMENTO AMBULATORIAL,11/16/2006,,11/16/2006
2003,MATERIAL NÃO ESPECIFICADO,11/16/2006,,11/16/2006
2004,MATERIAL SEM NOTA FISCAL DO FORNECEDOR,11/16/2006,,11/16/2006
2005,QUANTIDADE DE MATERIAL DEVE SER MAIOR QUE ZERO,11/16/2006,,11/16/2006
2006,MATERIAL INFORMADO NÃO COBERTO,11/16/2006,,11/16/2006
2007,COBRANÇA DE MATERIAL EM QUANTIDADE INCOMPATÍVEL COM A PERMANÊNCIA.,11/16/2006,,11/16/2006
2008,COBRANÇA DE MATERIAL EM QUANTIDADES INCOMPATÍVEIS COM O PROCEDIMENTO REALIZADO.,11/16/2006,,11/16/2006
2009,QUANTIDADE DE MATERIAL SUPERIOR A QUANTIDADE COBERTA,11/16/2006,,11/16/2006
